county,year,population,population_year_used,total_crashes,crashes_per_100k,impaired_crashes,impaired_crashes_per_100k,fatalities,injuries,owi_probation_cases,owi_probation_per_100k,owi_reincarcerated,unemployment_rate,median_household_income,liquor_sale_dollars,liquor_volume_liters,liquor_bottles_sold,liquor_dollars_per_100k
ADAIR,2000,8243,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.692,,,,,
ADAIR,2001,8077,2001,0,0.000,0,0.000,0,0,0,0.000,0,2.775,,,,,
ADAIR,2002,7964,2002,0,0.000,0,0.000,0,0,0,0.000,0,3.658,,,,,
ADAIR,2003,7916,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.050,,,,,
ADAIR,2004,7847,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.158,,,,,
ADAIR,2005,7721,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.050,,,,,
ADAIR,2006,7677,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.183,,,,,
ADAIR,2007,7584,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.500,,,,,
ADAIR,2008,7445,2008,0,0.000,0,0.000,0,0,0,0.000,0,3.958,,,,,
ADAIR,2009,7350,2009,0,0.000,0,0.000,0,0,0,0.000,0,5.850,,,,,
ADAIR,2010,7682,2010,0,0.000,0,0.000,0,0,0,0.000,0,5.608,,,,,
ADAIR,2011,7546,2011,0,0.000,0,0.000,0,0,0,0.000,0,4.908,,,,,
ADAIR,2012,7468,2012,0,0.000,0,0.000,0,0,0,0.000,0,4.350,47872,,,,
ADAIR,2013,7387,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.208,47892,,,,
ADAIR,2014,7368,2014,143,1940.825,10,135.722,5,60,0,0.000,0,4.050,47264,,,,
ADAIR,2015,7145,2015,183,2561.232,11,153.954,0,57,0,0.000,0,3.200,46526,,,,
ADAIR,2016,7005,2016,188,2683.797,17,242.684,5,51,12,171.306,0,3.033,48765,,,,
ADAIR,2017,7051,2017,195,2765.565,9,127.641,2,53,10,141.824,2,2.850,49477,,,,
ADAIR,2018,7074,2018,221,3124.116,5,70.681,4,79,8,113.090,0,2.525,51859,,,,
ADAIR,2019,7152,2019,230,3215.884,17,237.696,6,79,5,69.911,1,2.375,53363,,,,
ADAIR,2020,7496,2020,230,3068.303,13,173.426,6,90,5,66.702,1,4.025,55700,,,,
ADAIR,2021,7522,2021,219,2911.460,4,53.177,2,64,15,199.415,0,2.900,57944,,,,
ADAIR,2022,7457,2022,217,2910.017,8,107.282,5,61,21,281.615,0,2.292,63172,,,,
ADAIR,2023,7399,2023,184,2486.823,6,81.092,0,72,0,0.000,0,2.508,66176,,,,
ADAIR,2024,7431,2024,169,2274.256,5,67.286,0,51,0,0.000,0,2.633,,,,,
ADAIR,2025,7431,2024,65,874.714,8,107.657,0,17,0,0.000,0,2.764,,518868,24962,44206,6982484.053
ADAIR,2026,7431,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,78149,4046,6712,1051658.592
ADAMS,2000,4482,2000,0,0.000,0,0.000,0,0,0,0.000,0,3.833,,,,,
ADAMS,2001,4396,2001,0,0.000,0,0.000,0,0,0,0.000,0,4.233,,,,,
ADAMS,2002,4350,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.733,,,,,
ADAMS,2003,4321,2003,0,0.000,0,0.000,0,0,0,0.000,0,5.008,,,,,
ADAMS,2004,4256,2004,0,0.000,0,0.000,0,0,0,0.000,0,5.000,,,,,
ADAMS,2005,4159,2005,0,0.000,0,0.000,0,0,0,0.000,0,5.267,,,,,
ADAMS,2006,4141,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.558,,,,,
ADAMS,2007,4099,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.167,,,,,
ADAMS,2008,4032,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.150,,,,,
ADAMS,2009,3930,2009,0,0.000,0,0.000,0,0,0,0.000,0,6.183,,,,,
ADAMS,2010,4029,2010,0,0.000,0,0.000,0,0,0,0.000,0,4.875,,,,,
ADAMS,2011,3994,2011,0,0.000,0,0.000,0,0,0,0.000,0,4.475,,,,,
ADAMS,2012,3910,2012,0,0.000,0,0.000,0,0,0,0.000,0,3.933,45099,,,,
ADAMS,2013,3891,2013,0,0.000,0,0.000,0,0,0,0.000,0,3.675,45871,,,,
ADAMS,2014,3877,2014,48,1238.071,4,103.173,2,16,0,0.000,0,3.350,47335,,,,
ADAMS,2015,3754,2015,55,1465.104,2,53.277,1,21,0,0.000,0,2.775,48043,,,,
ADAMS,2016,3692,2016,38,1029.252,4,108.342,0,14,2,54.171,0,3.075,48598,,,,
ADAMS,2017,3657,2017,41,1121.138,5,136.724,0,20,10,273.448,0,2.758,49745,,,,
ADAMS,2018,3644,2018,27,740.944,3,82.327,0,5,8,219.539,0,2.333,49229,,,,
ADAMS,2019,3602,2019,27,749.584,2,55.525,1,12,14,388.673,0,2.017,49255,,,,
ADAMS,2020,3704,2020,32,863.931,3,80.994,2,13,6,161.987,0,4.442,52287,,,,
ADAMS,2021,3641,2021,35,961.274,3,82.395,2,13,3,82.395,0,3.183,57981,,,,
ADAMS,2022,3602,2022,32,888.395,1,27.762,0,19,4,111.049,0,2.417,64750,,,,
ADAMS,2023,3553,2023,49,1379.116,4,112.581,0,11,0,0.000,0,2.708,68828,,,,
ADAMS,2024,3606,2024,36,998.336,3,83.195,0,18,0,0.000,0,2.492,,,,,
ADAMS,2025,3606,2024,15,415.973,1,27.732,2,5,0,0.000,0,2.691,,290940,14272,20250,8068208.541
ADAMS,2026,3606,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,41741,2584,3229,1157529.673
ALLAMAKEE,2000,14675,2000,0,0.000,0,0.000,0,0,0,0.000,0,3.433,,,,,
ALLAMAKEE,2001,14343,2001,0,0.000,0,0.000,0,0,0,0.000,0,4.008,,,,,
ALLAMAKEE,2002,14309,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.583,,,,,
ALLAMAKEE,2003,14371,2003,0,0.000,0,0.000,0,0,0,0.000,0,5.508,,,,,
ALLAMAKEE,2004,14371,2004,0,0.000,0,0.000,0,0,0,0.000,0,5.908,,,,,
ALLAMAKEE,2005,14419,2005,0,0.000,0,0.000,0,0,0,0.000,0,5.283,,,,,
ALLAMAKEE,2006,14442,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.575,,,,,
ALLAMAKEE,2007,14421,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.800,,,,,
ALLAMAKEE,2008,14416,2008,0,0.000,0,0.000,0,0,0,0.000,0,6.342,,,,,
ALLAMAKEE,2009,14407,2009,0,0.000,0,0.000,0,0,0,0.000,0,10.317,,,,,
ALLAMAKEE,2010,14330,2010,0,0.000,0,0.000,0,0,0,0.000,0,7.942,,,,,
ALLAMAKEE,2011,14222,2011,0,0.000,0,0.000,0,0,0,0.000,0,7.233,,,,,
ALLAMAKEE,2012,14149,2012,0,0.000,0,0.000,0,0,0,0.000,0,6.417,47539,,,,
ALLAMAKEE,2013,14071,2013,0,0.000,0,0.000,0,0,0,0.000,0,6.325,48831,,,,
ALLAMAKEE,2014,14062,2014,140,995.591,3,21.334,3,33,0,0.000,0,5.667,47886,,,,
ALLAMAKEE,2015,13874,2015,187,1347.845,12,86.493,3,67,0,0.000,0,4.833,45890,,,,
ALLAMAKEE,2016,13851,2016,186,1342.863,16,115.515,3,75,10,72.197,0,4.758,48089,,,,
ALLAMAKEE,2017,13803,2017,201,1456.205,7,50.714,2,56,9,65.203,0,3.817,47895,,,,
ALLAMAKEE,2018,13852,2018,161,1162.287,4,28.877,1,54,7,50.534,0,3.025,51057,,,,
ALLAMAKEE,2019,13687,2019,182,1329.729,6,43.837,2,64,11,80.368,0,3.292,52216,,,,
ALLAMAKEE,2020,14061,2020,202,1436.598,7,49.783,2,67,3,21.336,1,4.817,55523,,,,
ALLAMAKEE,2021,13965,2021,170,1217.329,9,64.447,3,58,6,42.965,1,4.017,59461,,,,
ALLAMAKEE,2022,14072,2022,165,1172.541,11,78.169,3,58,12,85.276,0,3.725,64049,,,,
ALLAMAKEE,2023,14168,2023,212,1496.330,13,91.756,3,67,0,0.000,0,3.925,66000,,,,
ALLAMAKEE,2024,14184,2024,200,1410.039,9,63.452,2,59,0,0.000,0,3.808,,,,,
ALLAMAKEE,2025,14184,2024,81,571.066,5,35.251,2,21,0,0.000,0,4.345,,1136840,69361,70714,8014947.406
ALLAMAKEE,2026,14184,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,167309,10759,10622,1179559.715
APPANOOSE,2000,13723,2000,0,0.000,0,0.000,0,0,0,0.000,0,4.400,,,,,
APPANOOSE,2001,13558,2001,0,0.000,0,0.000,0,0,0,0.000,0,5.200,,,,,
APPANOOSE,2002,13377,2002,0,0.000,0,0.000,0,0,0,0.000,0,5.275,,,,,
APPANOOSE,2003,13452,2003,0,0.000,0,0.000,0,0,0,0.000,0,5.392,,,,,
APPANOOSE,2004,13355,2004,0,0.000,0,0.000,0,0,0,0.000,0,5.467,,,,,
APPANOOSE,2005,13315,2005,0,0.000,0,0.000,0,0,0,0.000,0,5.250,,,,,
APPANOOSE,2006,13158,2006,0,0.000,0,0.000,0,0,0,0.000,0,5.392,,,,,
APPANOOSE,2007,12926,2007,0,0.000,0,0.000,0,0,0,0.000,0,6.858,,,,,
APPANOOSE,2008,12780,2008,0,0.000,0,0.000,0,0,0,0.000,0,5.408,,,,,
APPANOOSE,2009,12698,2009,0,0.000,0,0.000,0,0,0,0.000,0,8.767,,,,,
APPANOOSE,2010,12887,2010,0,0.000,0,0.000,0,0,0,0.000,0,7.400,,,,,
APPANOOSE,2011,12848,2011,0,0.000,0,0.000,0,0,0,0.000,0,6.983,,,,,
APPANOOSE,2012,12707,2012,0,0.000,0,0.000,0,0,0,0.000,0,6.508,37866,,,,
APPANOOSE,2013,12654,2013,0,0.000,0,0.000,0,0,0,0.000,0,6.383,39208,,,,
APPANOOSE,2014,12671,2014,176,1388.999,5,39.460,2,59,0,0.000,0,5.767,41525,,,,
APPANOOSE,2015,12577,2015,230,1828.735,13,103.363,2,111,0,0.000,0,4.858,41394,,,,
APPANOOSE,2016,12505,2016,216,1727.309,9,71.971,5,79,6,47.981,0,5.400,40817,,,,
APPANOOSE,2017,12353,2017,244,1975.229,5,40.476,2,90,4,32.381,0,4.283,40377,,,,
APPANOOSE,2018,12401,2018,213,1717.603,12,96.766,2,64,3,24.192,0,3.842,41111,,,,
APPANOOSE,2019,12426,2019,227,1826.815,7,56.333,1,48,3,24.143,0,3.958,40167,,,,
APPANOOSE,2020,12317,2020,208,1688.723,11,89.307,2,76,3,24.357,1,5.950,39693,,,,
APPANOOSE,2021,12269,2021,211,1719.782,9,73.356,1,60,3,24.452,0,4.467,46900,,,,
APPANOOSE,2022,12135,2022,186,1532.756,12,98.888,1,50,3,24.722,0,3.433,50684,,,,
APPANOOSE,2023,12129,2023,176,1451.068,10,82.447,1,50,0,0.000,0,3.683,51146,,,,
APPANOOSE,2024,12106,2024,208,1718.156,7,57.823,0,63,0,0.000,0,3.700,,,,,
APPANOOSE,2025,12106,2024,76,627.788,3,24.781,2,29,0,0.000,0,4.091,,1124546,61835,71802,9289162.812
APPANOOSE,2026,12106,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,163947,8971,10952,1354264.580
AUDUBON,2000,6830,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.950,,,,,
AUDUBON,2001,6657,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.242,,,,,
AUDUBON,2002,6549,2002,0,0.000,0,0.000,0,0,0,0.000,0,3.867,,,,,
AUDUBON,2003,6438,2003,0,0.000,0,0.000,0,0,0,0.000,0,3.983,,,,,
AUDUBON,2004,6378,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.150,,,,,
AUDUBON,2005,6251,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.617,,,,,
AUDUBON,2006,6179,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.983,,,,,
AUDUBON,2007,6132,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.933,,,,,
AUDUBON,2008,6105,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.425,,,,,
AUDUBON,2009,6032,2009,0,0.000,0,0.000,0,0,0,0.000,0,5.917,,,,,
AUDUBON,2010,6119,2010,0,0.000,0,0.000,0,0,0,0.000,0,5.650,,,,,
AUDUBON,2011,6004,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.792,,,,,
AUDUBON,2012,5865,2012,0,0.000,0,0.000,0,0,0,0.000,0,4.758,47630,,,,
AUDUBON,2013,5863,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.883,48313,,,,
AUDUBON,2014,5771,2014,57,987.697,5,86.640,1,32,0,0.000,0,4.350,47556,,,,
AUDUBON,2015,5711,2015,68,1190.685,2,35.020,1,38,0,0.000,0,3.933,46979,,,,
AUDUBON,2016,5626,2016,61,1084.252,3,53.324,1,20,17,302.169,1,3.250,47048,,,,
AUDUBON,2017,5550,2017,56,1009.009,4,72.072,4,21,13,234.234,0,3.050,48750,,,,
AUDUBON,2018,5471,2018,77,1407.421,3,54.835,0,21,8,146.226,0,2.500,50397,,,,
AUDUBON,2019,5496,2019,65,1182.678,2,36.390,1,17,6,109.170,0,2.408,52055,,,,
AUDUBON,2020,5674,2020,75,1321.819,4,70.497,0,25,3,52.873,0,3.367,49245,,,,
AUDUBON,2021,5645,2021,59,1045.173,2,35.430,2,31,14,248.007,1,2.892,54643,,,,
AUDUBON,2022,5573,2022,55,986.901,5,89.718,2,31,25,448.591,1,2.317,54973,,,,
AUDUBON,2023,5533,2023,67,1210.916,2,36.147,1,31,0,0.000,0,2.225,54152,,,,
AUDUBON,2024,5562,2024,67,1204.603,3,53.937,1,26,0,0.000,0,2.225,,,,,
AUDUBON,2025,5562,2024,18,323.625,1,17.979,0,11,0,0.000,0,2.845,,236233,14085,18183,4247267.889
AUDUBON,2026,5562,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,28458,1791,2086,511654.621
BENTON,2000,25307,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.300,,,,,
BENTON,2001,25619,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.108,,,,,
BENTON,2002,25991,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.300,,,,,
BENTON,2003,26176,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.733,,,,,
BENTON,2004,26493,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.558,,,,,
BENTON,2005,26643,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.758,,,,,
BENTON,2006,26571,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.950,,,,,
BENTON,2007,26551,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.900,,,,,
BENTON,2008,26642,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.100,,,,,
BENTON,2009,26734,2009,0,0.000,0,0.000,0,0,0,0.000,0,6.375,,,,,
BENTON,2010,26076,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.258,,,,,
BENTON,2011,26078,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.858,,,,,
BENTON,2012,25830,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.283,57488,,,,
BENTON,2013,25699,2013,0,0.000,0,0.000,0,0,0,0.000,0,5.075,56669,,,,
BENTON,2014,25623,2014,280,1092.768,12,46.833,7,143,0,0.000,0,4.625,59186,,,,
BENTON,2015,25608,2015,284,1109.028,16,62.480,11,120,0,0.000,0,3.875,60606,,,,
BENTON,2016,25644,2016,267,1041.179,18,70.192,9,132,12,46.795,1,3.400,61222,,,,
BENTON,2017,25656,2017,274,1067.976,12,46.773,5,105,12,46.773,1,3.050,64061,,,,
BENTON,2018,25625,2018,309,1205.854,22,85.854,7,126,16,62.439,0,2.600,65475,,,,
BENTON,2019,25645,2019,328,1279.002,17,66.290,4,121,31,120.881,0,2.700,67729,,,,
BENTON,2020,25575,2020,261,1020.528,13,50.831,3,124,5,19.550,0,4.683,66046,,,,
BENTON,2021,25745,2021,324,1258.497,21,81.569,9,152,10,38.842,0,3.800,72334,,,,
BENTON,2022,25756,2022,325,1261.842,18,69.887,5,111,5,19.413,0,2.875,79444,,,,
BENTON,2023,25769,2023,290,1125.383,14,54.329,2,96,0,0.000,0,3.067,84742,,,,
BENTON,2024,25799,2024,275,1065.933,14,54.266,4,82,0,0.000,0,2.983,,,,,
BENTON,2025,25799,2024,138,534.904,15,58.142,0,65,0,0.000,0,3.436,,1647842,94125,129379,6387231.055
BENTON,2026,25799,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,244460,13354,19788,947557.308
BLACK HAWK,2000,128013,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.792,,,,,
BLACK HAWK,2001,127656,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.450,,,,,
BLACK HAWK,2002,126628,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.008,,,,,
BLACK HAWK,2003,126026,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.567,,,,,
BLACK HAWK,2004,126077,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.550,,,,,
BLACK HAWK,2005,126235,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.383,,,,,
BLACK HAWK,2006,126556,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.842,,,,,
BLACK HAWK,2007,126737,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.750,,,,,
BLACK HAWK,2008,128040,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.042,,,,,
BLACK HAWK,2009,129276,2009,0,0.000,0,0.000,0,0,0,0.000,0,6.183,,,,,
BLACK HAWK,2010,131090,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.250,,,,,
BLACK HAWK,2011,131584,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.908,,,,,
BLACK HAWK,2012,131878,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.417,45610,,,,
BLACK HAWK,2013,132933,2013,0,0.000,0,0.000,0,0,0,0.000,0,5.100,45747,,,,
BLACK HAWK,2014,133390,2014,2427,1819.477,115,86.213,6,830,0,0.000,0,4.933,47002,,,,
BLACK HAWK,2015,133701,2015,2354,1760.645,108,80.777,10,908,0,0.000,0,4.542,48369,,,,
BLACK HAWK,2016,133077,2016,2283,1715.548,101,75.896,11,876,140,105.202,10,4.500,50348,,,,
BLACK HAWK,2017,132238,2017,2159,1632.662,128,96.795,8,842,134,101.332,6,3.617,50916,,,,
BLACK HAWK,2018,131723,2018,2225,1689.151,100,75.917,10,812,111,84.268,8,2.750,52688,,,,
BLACK HAWK,2019,131228,2019,2322,1769.439,121,92.206,11,865,76,57.914,5,3.000,53539,,,,
BLACK HAWK,2020,131144,2020,1723,1313.823,103,78.540,9,616,98,74.727,2,5.867,54774,,,,
BLACK HAWK,2021,130587,2021,2151,1647.178,115,88.064,9,863,120,91.893,2,4.058,57191,,,,
BLACK HAWK,2022,130081,2022,1977,1519.822,97,74.569,7,735,125,96.094,2,2.917,62329,,,,
BLACK HAWK,2023,131179,2023,1958,1492.617,110,83.855,13,773,0,0.000,0,3.092,64581,,,,
BLACK HAWK,2024,132348,2024,2014,1521.746,135,102.004,15,715,0,0.000,0,3.650,,,,,
BLACK HAWK,2025,132348,2024,924,698.159,46,34.757,4,324,0,0.000,0,4.264,,19990830,1042139,1574102,15104746.804
BLACK HAWK,2026,132348,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,2839417,152689,227221,2145417.626
BOONE,2000,26216,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.158,,,,,
BOONE,2001,26210,2001,0,0.000,0,0.000,0,0,0,0.000,0,2.783,,,,,
BOONE,2002,26032,2002,0,0.000,0,0.000,0,0,0,0.000,0,3.208,,,,,
BOONE,2003,26123,2003,0,0.000,0,0.000,0,0,0,0.000,0,3.508,,,,,
BOONE,2004,26224,2004,0,0.000,0,0.000,0,0,0,0.000,0,3.508,,,,,
BOONE,2005,26311,2005,0,0.000,0,0.000,0,0,0,0.000,0,3.508,,,,,
BOONE,2006,26246,2006,0,0.000,0,0.000,0,0,0,0.000,0,2.908,,,,,
BOONE,2007,26297,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.283,,,,,
BOONE,2008,26186,2008,0,0.000,0,0.000,0,0,0,0.000,0,3.533,,,,,
BOONE,2009,26072,2009,0,0.000,0,0.000,0,0,0,0.000,0,6.000,,,,,
BOONE,2010,26306,2010,0,0.000,0,0.000,0,0,0,0.000,0,5.775,,,,,
BOONE,2011,26288,2011,0,0.000,0,0.000,0,0,0,0.000,0,4.983,,,,,
BOONE,2012,26136,2012,0,0.000,0,0.000,0,0,0,0.000,0,4.308,51284,,,,
BOONE,2013,26284,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.067,51826,,,,
BOONE,2014,26290,2014,393,1494.865,15,57.056,6,125,0,0.000,0,3.417,52714,,,,
BOONE,2015,26443,2015,436,1648.830,21,79.416,4,167,0,0.000,0,3.008,52985,,,,
BOONE,2016,26416,2016,405,1533.162,22,83.283,2,153,5,18.928,0,2.892,54513,,,,
BOONE,2017,26443,2017,395,1493.779,25,94.543,1,163,10,37.817,2,2.483,57906,,,,
BOONE,2018,26312,2018,377,1432.806,13,49.407,3,126,9,34.205,2,2.208,61111,,,,
BOONE,2019,26234,2019,396,1509.491,18,68.613,2,142,8,30.495,0,2.375,64000,,,,
BOONE,2020,26715,2020,344,1287.666,16,59.891,5,101,5,18.716,1,4.150,67442,,,,
BOONE,2021,26770,2021,354,1322.376,14,52.297,2,118,8,29.884,0,3.300,70984,,,,
BOONE,2022,26570,2022,356,1339.857,16,60.218,2,111,10,37.636,2,2.383,75759,,,,
BOONE,2023,26567,2023,319,1200.738,14,52.697,7,131,0,0.000,0,2.492,79741,,,,
BOONE,2024,26729,2024,336,1257.062,14,52.378,3,113,0,0.000,0,2.608,,,,,
BOONE,2025,26729,2024,141,527.517,3,11.224,0,64,0,0.000,0,3.091,,2467078,133821,184124,9229966.965
BOONE,2026,26729,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,367997,19473,28511,1376769.539
BREMER,2000,23325,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.458,,,,,
BREMER,2001,23401,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.117,,,,,
BREMER,2002,23202,2002,0,0.000,0,0.000,0,0,0,0.000,0,3.375,,,,,
BREMER,2003,23273,2003,0,0.000,0,0.000,0,0,0,0.000,0,3.858,,,,,
BREMER,2004,23369,2004,0,0.000,0,0.000,0,0,0,0.000,0,3.792,,,,,
BREMER,2005,23394,2005,0,0.000,0,0.000,0,0,0,0.000,0,3.708,,,,,
BREMER,2006,23531,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.200,,,,,
BREMER,2007,23633,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.117,,,,,
BREMER,2008,23509,2008,0,0.000,0,0.000,0,0,0,0.000,0,3.500,,,,,
BREMER,2009,23460,2009,0,0.000,0,0.000,0,0,0,0.000,0,5.483,,,,,
BREMER,2010,24276,2010,0,0.000,0,0.000,0,0,0,0.000,0,4.958,,,,,
BREMER,2011,24381,2011,0,0.000,0,0.000,0,0,0,0.000,0,4.408,,,,,
BREMER,2012,24496,2012,0,0.000,0,0.000,0,0,0,0.000,0,3.825,60193,,,,
BREMER,2013,24579,2013,0,0.000,0,0.000,0,0,0,0.000,0,3.783,61216,,,,
BREMER,2014,24670,2014,440,1783.543,16,64.856,3,116,0,0.000,0,3.692,61619,,,,
BREMER,2015,24746,2015,423,1709.367,6,24.246,1,113,0,0.000,0,3.508,62163,,,,
BREMER,2016,24747,2016,382,1543.621,12,48.491,1,98,42,169.718,0,3.742,64264,,,,
BREMER,2017,24823,2017,345,1389.840,15,60.428,0,89,72,290.054,0,2.908,65440,,,,
BREMER,2018,24941,2018,357,1431.378,8,32.076,3,88,51,204.483,0,2.150,68023,,,,
BREMER,2019,25062,2019,409,1631.953,17,67.832,4,84,49,195.515,1,2.325,70395,,,,
BREMER,2020,24988,2020,290,1160.557,11,44.021,2,84,49,196.094,1,4.042,72209,,,,
BREMER,2021,25119,2021,351,1397.349,13,51.754,6,78,39,155.261,2,3.075,76782,,,,
BREMER,2022,25260,2022,370,1464.766,23,91.053,3,74,44,174.188,0,2.467,84727,,,,
BREMER,2023,25304,2023,388,1533.354,19,75.087,1,79,0,0.000,0,2.567,83343,,,,
BREMER,2024,25328,2024,368,1452.937,10,39.482,0,78,0,0.000,0,2.842,,,,,
BREMER,2025,25328,2024,181,714.624,5,19.741,0,41,0,0.000,0,3.318,,2413186,145330,162143,9527738.906
BREMER,2026,25328,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,318979,19186,22504,1259391.069
BUCHANAN,2000,21093,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.833,,,,,
BUCHANAN,2001,20945,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.925,,,,,
BUCHANAN,2002,20761,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.542,,,,,
BUCHANAN,2003,20778,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.517,,,,,
BUCHANAN,2004,20852,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.550,,,,,
BUCHANAN,2005,20760,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.617,,,,,
BUCHANAN,2006,20875,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.225,,,,,
BUCHANAN,2007,20975,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.208,,,,,
BUCHANAN,2008,21033,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.025,,,,,
BUCHANAN,2009,20910,2009,0,0.000,0,0.000,0,0,0,0.000,0,6.700,,,,,
BUCHANAN,2010,20958,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.050,,,,,
BUCHANAN,2011,20911,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.692,,,,,
BUCHANAN,2012,20994,2012,0,0.000,0,0.000,0,0,0,0.000,0,4.792,54596,,,,
BUCHANAN,2013,21026,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.725,55553,,,,
BUCHANAN,2014,21131,2014,286,1353.462,14,66.253,1,100,0,0.000,0,4.683,56393,,,,
BUCHANAN,2015,21105,2015,343,1625.207,10,47.382,4,123,0,0.000,0,4.225,56150,,,,
BUCHANAN,2016,21007,2016,274,1304.327,10,47.603,2,74,21,99.967,1,4.208,55881,,,,
BUCHANAN,2017,21126,2017,320,1514.721,16,75.736,3,78,37,175.140,1,3.250,59348,,,,
BUCHANAN,2018,21178,2018,316,1492.114,11,51.941,1,99,29,136.935,2,2.658,61409,,,,
BUCHANAN,2019,21175,2019,343,1619.835,13,61.393,3,100,36,170.012,5,2.717,64837,,,,
BUCHANAN,2020,20565,2020,281,1366.399,18,87.527,2,69,14,68.077,1,4.608,67252,,,,
BUCHANAN,2021,20707,2021,275,1328.053,13,62.781,4,89,22,106.244,2,3.458,71024,,,,
BUCHANAN,2022,20700,2022,263,1270.531,12,57.971,1,68,24,115.942,1,2.925,73493,,,,
BUCHANAN,2023,20725,2023,282,1360.676,17,82.027,2,111,0,0.000,0,2.950,78430,,,,
BUCHANAN,2024,20733,2024,305,1471.085,9,43.409,1,79,0,0.000,0,3.242,,,,,
BUCHANAN,2025,20733,2024,119,573.964,5,24.116,0,25,0,0.000,0,3.618,,1645140,94580,121447,7934885.111
BUCHANAN,2026,20733,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,206551,11495,15813,996242.078
BUENA VISTA,2000,20411,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.375,,,,,
BUENA VISTA,2001,20194,2001,0,0.000,0,0.000,0,0,0,0.000,0,2.658,,,,,
