county,year,population,population_year_used,total_crashes,crashes_per_100k,impaired_crashes,impaired_crashes_per_100k,fatalities,injuries,owi_probation_cases,owi_probation_per_100k,owi_reincarcerated,unemployment_rate,median_household_income,liquor_sale_dollars,liquor_volume_liters,liquor_bottles_sold,liquor_dollars_per_100k
JEFFERSON,2003,15721,2003,0,0.000,0,0.000,0,0,0,0.000,0,5.458,,,,,
JEFFERSON,2004,15684,2004,0,0.000,0,0.000,0,0,0,0.000,0,5.158,,,,,
JEFFERSON,2005,15553,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.683,,,,,
JEFFERSON,2006,15491,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.200,,,,,
JEFFERSON,2007,15532,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.142,,,,,
JEFFERSON,2008,15431,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.392,,,,,
JEFFERSON,2009,15472,2009,0,0.000,0,0.000,0,0,0,0.000,0,8.717,,,,,
JEFFERSON,2010,16843,2010,0,0.000,0,0.000,0,0,0,0.000,0,7.200,,,,,
JEFFERSON,2011,17096,2011,0,0.000,0,0.000,0,0,0,0.000,0,6.058,,,,,
JEFFERSON,2012,17278,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.225,48411,,,,
JEFFERSON,2013,17629,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.942,48814,,,,
JEFFERSON,2014,17793,2014,246,1382.566,13,73.062,1,74,0,0.000,0,4.375,44688,,,,
JEFFERSON,2015,17906,2015,256,1429.688,10,55.847,1,79,0,0.000,0,3.833,42899,,,,
JEFFERSON,2016,18063,2016,239,1323.147,12,66.434,1,66,27,149.477,3,4.325,45257,,,,
JEFFERSON,2017,18219,2017,247,1355.728,17,93.309,3,85,19,104.287,0,3.583,44516,,,,
JEFFERSON,2018,18256,2018,247,1352.980,8,43.821,4,77,16,87.642,0,2.675,43378,,,,
JEFFERSON,2019,18295,2019,229,1251.708,13,71.058,0,74,11,60.126,0,2.758,47708,,,,
JEFFERSON,2020,15663,2020,177,1130.052,11,70.229,1,61,3,19.153,0,6.475,47401,,,,
JEFFERSON,2021,15786,2021,238,1507.665,7,44.343,0,85,3,19.004,0,4.408,47950,,,,
JEFFERSON,2022,15632,2022,207,1324.207,8,51.177,2,74,3,19.191,0,2.775,52210,,,,
JEFFERSON,2023,15626,2023,202,1292.717,9,57.596,1,89,0,0.000,0,2.950,56824,,,,
JEFFERSON,2024,15781,2024,212,1343.388,11,69.704,1,71,0,0.000,0,3.300,,,,,
JEFFERSON,2025,15781,2024,83,525.949,1,6.337,1,28,0,0.000,0,3.436,,1515377,80705,103641,9602539.066
JEFFERSON,2026,15781,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,217242,11888,14137,1376604.461
JOHNSON,2000,111006,2000,0,0.000,0,0.000,0,0,0,0.000,0,1.867,,,,,
JOHNSON,2001,113878,2001,0,0.000,0,0.000,0,0,0,0.000,0,2.183,,,,,
JOHNSON,2002,115560,2002,0,0.000,0,0.000,0,0,0,0.000,0,2.717,,,,,
JOHNSON,2003,117459,2003,0,0.000,0,0.000,0,0,0,0.000,0,3.050,,,,,
JOHNSON,2004,119747,2004,0,0.000,0,0.000,0,0,0,0.000,0,3.300,,,,,
JOHNSON,2005,121191,2005,0,0.000,0,0.000,0,0,0,0.000,0,3.167,,,,,
JOHNSON,2006,123171,2006,0,0.000,0,0.000,0,0,0,0.000,0,2.608,,,,,
JOHNSON,2007,125536,2007,0,0.000,0,0.000,0,0,0,0.000,0,2.725,,,,,
JOHNSON,2008,128145,2008,0,0.000,0,0.000,0,0,0,0.000,0,2.967,,,,,
JOHNSON,2009,131005,2009,0,0.000,0,0.000,0,0,0,0.000,0,4.525,,,,,
JOHNSON,2010,130882,2010,0,0.000,0,0.000,0,0,0,0.000,0,4.283,,,,,
JOHNSON,2011,134086,2011,0,0.000,0,0.000,0,0,0,0.000,0,4.083,,,,,
JOHNSON,2012,137103,2012,0,0.000,0,0.000,0,0,0,0.000,0,3.667,53993,,,,
JOHNSON,2013,140151,2013,0,0.000,0,0.000,0,0,0,0.000,0,3.425,53424,,,,
JOHNSON,2014,142730,2014,2397,1679.395,119,83.374,8,704,0,0.000,0,3.108,54985,,,,
JOHNSON,2015,144943,2015,2380,1642.025,103,71.062,5,765,0,0.000,0,2.642,55700,,,,
JOHNSON,2016,146928,2016,2601,1770.255,127,86.437,16,819,458,311.717,6,2.583,56808,,,,
JOHNSON,2017,149325,2017,2602,1742.508,103,68.977,8,785,561,375.691,5,2.450,59965,,,,
JOHNSON,2018,150549,2018,2583,1715.720,105,69.745,7,752,484,321.490,3,1.958,61640,,,,
JOHNSON,2019,151140,2019,2606,1724.229,108,71.457,9,742,517,342.067,7,1.975,62542,,,,
JOHNSON,2020,152854,2020,1636,1070.302,79,51.683,3,549,464,303.558,5,4.775,63062,,,,
JOHNSON,2021,155047,2021,2351,1516.314,113,72.881,9,655,305,196.715,7,3.425,67414,,,,
JOHNSON,2022,156815,2022,2395,1527.277,105,66.958,5,676,474,302.267,11,2.367,72977,,,,
JOHNSON,2023,158202,2023,2346,1482.914,120,75.852,10,668,0,0.000,0,2.408,74721,,,,
JOHNSON,2024,160080,2024,2512,1569.215,115,71.839,8,762,0,0.000,0,2.350,,,,,
JOHNSON,2025,160080,2024,1109,692.779,35,21.864,1,315,0,0.000,0,2.836,,24098913,1244084,1570145,15054293.485
JOHNSON,2026,160080,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,3226303,165726,217490,2015431.740
JONES,2000,20221,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.642,,,,,
JONES,2001,20158,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.775,,,,,
JONES,2002,20150,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.675,,,,,
JONES,2003,20212,2003,0,0.000,0,0.000,0,0,0,0.000,0,5.175,,,,,
JONES,2004,20365,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.992,,,,,
JONES,2005,20303,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.800,,,,,
JONES,2006,20324,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.850,,,,,
JONES,2007,20403,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.150,,,,,
JONES,2008,20430,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.400,,,,,
JONES,2009,20364,2009,0,0.000,0,0.000,0,0,0,0.000,0,7.233,,,,,
JONES,2010,20638,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.425,,,,,
JONES,2011,20743,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.850,,,,,
JONES,2012,20601,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.217,53562,,,,
JONES,2013,20519,2013,0,0.000,0,0.000,0,0,0,0.000,0,5.308,55041,,,,
JONES,2014,20548,2014,284,1382.130,17,82.733,4,71,0,0.000,0,4.933,54264,,,,
JONES,2015,20433,2015,314,1536.730,11,53.834,4,79,0,0.000,0,4.142,55060,,,,
JONES,2016,20392,2016,306,1500.588,8,39.231,3,85,24,117.693,0,4.242,55507,,,,
JONES,2017,20618,2017,272,1319.236,13,63.052,1,88,24,116.403,1,3.592,58391,,,,
JONES,2018,20673,2018,288,1393.121,14,67.721,1,74,15,72.558,1,3.008,56012,,,,
JONES,2019,20681,2019,293,1416.759,12,58.024,1,72,18,87.036,0,3.058,57549,,,,
JONES,2020,20646,2020,289,1399.787,11,53.279,4,65,26,125.932,0,5.567,57134,,,,
JONES,2021,20832,2021,296,1420.891,15,72.005,7,74,48,230.415,0,4.042,63279,,,,
JONES,2022,20960,2022,254,1211.832,10,47.710,3,72,44,209.924,1,3.267,68781,,,,
JONES,2023,20917,2023,231,1104.365,7,33.466,3,67,0,0.000,0,3.442,73071,,,,
JONES,2024,21116,2024,231,1093.957,8,37.886,5,54,0,0.000,0,3.650,,,,,
JONES,2025,21116,2024,107,506.725,2,9.471,1,33,0,0.000,0,4.327,,1773947,110146,123531,8400960.504
JONES,2026,21116,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,292962,17324,20545,1387394.677
KEOKUK,2000,11400,2000,0,0.000,0,0.000,0,0,0,0.000,0,3.217,,,,,
KEOKUK,2001,11372,2001,0,0.000,0,0.000,0,0,0,0.000,0,4.033,,,,,
KEOKUK,2002,11341,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.517,,,,,
KEOKUK,2003,11194,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.542,,,,,
KEOKUK,2004,11073,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.800,,,,,
KEOKUK,2005,10893,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.792,,,,,
KEOKUK,2006,10727,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.042,,,,,
KEOKUK,2007,10724,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.175,,,,,
KEOKUK,2008,10655,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.467,,,,,
KEOKUK,2009,10562,2009,0,0.000,0,0.000,0,0,0,0.000,0,8.075,,,,,
KEOKUK,2010,10511,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.608,,,,,
KEOKUK,2011,10398,2011,0,0.000,0,0.000,0,0,0,0.000,0,6.175,,,,,
KEOKUK,2012,10427,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.458,42688,,,,
KEOKUK,2013,10337,2013,0,0.000,0,0.000,0,0,0,0.000,0,5.067,42167,,,,
KEOKUK,2014,10283,2014,94,914.130,5,48.624,4,31,0,0.000,0,4.450,44745,,,,
KEOKUK,2015,10171,2015,91,894.701,4,39.327,2,35,0,0.000,0,4.225,43838,,,,
KEOKUK,2016,10170,2016,107,1052.114,7,68.830,1,47,5,49.164,0,4.317,45227,,,,
KEOKUK,2017,10141,2017,123,1212.898,5,49.305,1,53,3,29.583,0,3.583,48399,,,,
KEOKUK,2018,10213,2018,104,1018.310,6,58.749,1,30,1,9.791,0,2.967,51043,,,,
KEOKUK,2019,10246,2019,86,839.352,3,29.280,1,22,2,19.520,0,3.200,52881,,,,
KEOKUK,2020,10033,2020,83,827.270,4,39.868,3,27,1,9.967,0,4.942,52012,,,,
KEOKUK,2021,9912,2021,92,928.168,7,70.621,0,38,1,10.089,0,4.100,54233,,,,
KEOKUK,2022,9895,2022,81,818.595,9,90.955,0,30,4,40.424,0,3.142,60016,,,,
KEOKUK,2023,9947,2023,100,1005.328,7,70.373,4,54,0,0.000,0,3.267,60856,,,,
KEOKUK,2024,9855,2024,66,669.711,5,50.736,1,23,0,0.000,0,3.158,,,,,
KEOKUK,2025,9855,2024,31,314.561,2,20.294,1,14,0,0.000,0,3.645,,300095,18803,24348,3045099.949
KEOKUK,2026,9855,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,41014,2602,3333,416176.662
KOSSUTH,2000,17163,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.592,,,,,
KOSSUTH,2001,16780,2001,0,0.000,0,0.000,0,0,0,0.000,0,2.892,,,,,
KOSSUTH,2002,16499,2002,0,0.000,0,0.000,0,0,0,0.000,0,3.600,,,,,
KOSSUTH,2003,16294,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.425,,,,,
KOSSUTH,2004,16156,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.325,,,,,
KOSSUTH,2005,15956,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.025,,,,,
KOSSUTH,2006,15664,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.250,,,,,
KOSSUTH,2007,15456,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.600,,,,,
KOSSUTH,2008,15245,2008,0,0.000,0,0.000,0,0,0,0.000,0,3.900,,,,,
KOSSUTH,2009,15154,2009,0,0.000,0,0.000,0,0,0,0.000,0,5.950,,,,,
KOSSUTH,2010,15543,2010,0,0.000,0,0.000,0,0,0,0.000,0,5.142,,,,,
KOSSUTH,2011,15400,2011,0,0.000,0,0.000,0,0,0,0.000,0,4.408,,,,,
KOSSUTH,2012,15413,2012,0,0.000,0,0.000,0,0,0,0.000,0,3.867,49431,,,,
KOSSUTH,2013,15332,2013,0,0.000,0,0.000,0,0,0,0.000,0,3.542,51812,,,,
KOSSUTH,2014,15229,2014,168,1103.158,7,45.965,3,147,0,0.000,0,3.233,52345,,,,
KOSSUTH,2015,15158,2015,160,1055.548,10,65.972,2,91,0,0.000,0,2.833,51496,,,,
KOSSUTH,2016,15104,2016,180,1191.737,10,66.208,2,82,0,0.000,0,2.758,54231,,,,
KOSSUTH,2017,14939,2017,168,1124.573,9,60.245,1,81,1,6.694,0,2.467,54868,,,,
KOSSUTH,2018,14878,2018,142,954.429,2,13.443,0,64,5,33.607,0,2.175,54146,,,,
KOSSUTH,2019,14813,2019,147,992.372,4,27.003,2,72,12,81.010,0,2.275,56073,,,,
KOSSUTH,2020,14828,2020,131,883.464,7,47.208,4,50,5,33.720,0,4.008,56156,,,,
KOSSUTH,2021,14511,2021,103,709.806,5,34.457,0,50,6,41.348,0,3.158,59878,,,,
KOSSUTH,2022,14462,2022,161,1113.262,6,41.488,3,70,7,48.403,0,2.467,62553,,,,
KOSSUTH,2023,14410,2023,123,853.574,9,62.457,0,54,0,0.000,0,2.592,65656,,,,
KOSSUTH,2024,14408,2024,146,1013.326,13,90.228,3,60,0,0.000,0,2.400,,,,,
KOSSUTH,2025,14408,2024,43,298.445,1,6.941,0,23,0,0.000,0,2.945,,1897510,115577,125505,13169839.187
KOSSUTH,2026,14408,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,292654,17635,17901,2031192.463
LEE,2000,38052,2000,0,0.000,0,0.000,0,0,0,0.000,0,4.492,,,,,
LEE,2001,37386,2001,0,0.000,0,0.000,0,0,0,0.000,0,6.483,,,,,
LEE,2002,36858,2002,0,0.000,0,0.000,0,0,0,0.000,0,7.533,,,,,
LEE,2003,36472,2003,0,0.000,0,0.000,0,0,0,0.000,0,7.675,,,,,
LEE,2004,36385,2004,0,0.000,0,0.000,0,0,0,0.000,0,6.992,,,,,
LEE,2005,36109,2005,0,0.000,0,0.000,0,0,0,0.000,0,6.617,,,,,
LEE,2006,35997,2006,0,0.000,0,0.000,0,0,0,0.000,0,6.183,,,,,
LEE,2007,35823,2007,0,0.000,0,0.000,0,0,0,0.000,0,5.750,,,,,
LEE,2008,35484,2008,0,0.000,0,0.000,0,0,0,0.000,0,6.442,,,,,
LEE,2009,35447,2009,0,0.000,0,0.000,0,0,0,0.000,0,10.358,,,,,
LEE,2010,35862,2010,0,0.000,0,0.000,0,0,0,0.000,0,8.975,,,,,
LEE,2011,35569,2011,0,0.000,0,0.000,0,0,0,0.000,0,8.183,,,,,
LEE,2012,35541,2012,0,0.000,0,0.000,0,0,0,0.000,0,7.158,41954,,,,
LEE,2013,35236,2013,0,0.000,0,0.000,0,0,0,0.000,0,7.117,42469,,,,
LEE,2014,35059,2014,582,1660.059,35,99.832,3,191,0,0.000,0,5.933,43314,,,,
LEE,2015,34894,2015,767,2198.086,50,143.291,11,252,0,0.000,0,5.350,43312,,,,
LEE,2016,34458,2016,629,1825.411,40,116.083,11,229,3,8.706,0,6.033,44568,,,,
LEE,2017,34216,2017,631,1844.166,40,116.904,4,212,3,8.768,1,5.392,48266,,,,
LEE,2018,33909,2018,607,1790.085,23,67.829,4,152,2,5.898,0,4.092,48571,,,,
LEE,2019,33657,2019,664,1972.844,24,71.308,5,165,1,2.971,0,3.825,49564,,,,
LEE,2020,33555,2020,611,1820.891,39,116.227,9,142,3,8.941,0,6.508,52072,,,,
LEE,2021,33260,2021,764,2297.054,32,96.212,4,189,3,9.020,0,5.450,54258,,,,
LEE,2022,32793,2022,669,2040.070,27,82.335,7,151,3,9.148,0,4.633,58094,,,,
LEE,2023,32509,2023,712,2190.163,31,95.358,5,167,0,0.000,0,4.000,59803,,,,
LEE,2024,32376,2024,699,2159.007,21,64.863,4,179,0,0.000,0,3.625,,,,,
LEE,2025,32376,2024,252,778.354,11,33.976,0,48,0,0.000,0,4.109,,4492804,236864,308637,13876957.654
LEE,2026,32376,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,481731,26399,34942,1487927.632
LINN,2000,191702,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.283,,,,,
LINN,2001,194323,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.142,,,,,
LINN,2002,195918,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.500,,,,,
LINN,2003,196706,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.800,,,,,
LINN,2004,198108,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.675,,,,,
LINN,2005,200114,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.292,,,,,
LINN,2006,202314,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.642,,,,,
LINN,2007,205283,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.683,,,,,
LINN,2008,207839,2008,0,0.000,0,0.000,0,0,0,0.000,0,3.975,,,,,
LINN,2009,209226,2009,0,0.000,0,0.000,0,0,0,0.000,0,6.150,,,,,
LINN,2010,211226,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.050,,,,,
LINN,2011,214207,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.733,,,,,
LINN,2012,215485,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.192,56790,,,,
LINN,2013,216488,2013,0,0.000,0,0.000,0,0,0,0.000,0,5.000,57260,,,,
LINN,2014,218129,2014,3169,1452.810,199,91.230,14,1176,0,0.000,0,4.417,59560,,,,
LINN,2015,220271,2015,3347,1519.492,196,88.981,5,1191,0,0.000,0,3.767,59322,,,,
LINN,2016,222188,2016,3383,1522.584,171,76.962,20,1145,107,48.157,7,3.525,60989,,,,
LINN,2017,224379,2017,3465,1544.262,161,71.754,16,1157,110,49.024,9,3.208,62702,,,,
LINN,2018,225763,2018,3763,1666.792,180,79.730,14,1265,105,46.509,3,2.733,64862,,,,
LINN,2019,226706,2019,3697,1630.746,206,90.867,15,1260,86,37.935,5,2.742,64903,,,,
LINN,2020,230299,2020,2916,1266.180,193,83.804,12,973,58,25.185,0,6.033,67301,,,,
LINN,2021,229474,2021,3334,1452.888,198,86.284,13,1084,64,27.890,1,4.392,70360,,,,
LINN,2022,228947,2022,3178,1388.094,186,81.242,14,1011,79,34.506,0,3.033,75457,,,,
LINN,2023,229402,2023,3146,1371.392,186,81.080,27,1009,0,0.000,0,3.317,76421,,,,
LINN,2024,231762,2024,3104,1339.305,159,68.605,18,973,0,0.000,0,3.358,,,,,
LINN,2025,231762,2024,1425,614.855,68,29.340,2,442,0,0.000,0,3.964,,36401862,1920709,2695401,15706570.564
LINN,2026,231762,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,5077280,271796,386600,2190730.141
LOUISA,2000,12183,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.967,,,,,
LOUISA,2001,12172,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.475,,,,,
LOUISA,2002,12195,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.633,,,,,
LOUISA,2003,12175,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.625,,,,,
LOUISA,2004,12048,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.583,,,,,
LOUISA,2005,11775,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.433,,,,,
LOUISA,2006,11802,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.775,,,,,
LOUISA,2007,11768,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.675,,,,,
LOUISA,2008,11694,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.717,,,,,
LOUISA,2009,11245,2009,0,0.000,0,0.000,0,0,0,0.000,0,8.358,,,,,
LOUISA,2010,11387,2010,0,0.000,0,0.000,0,0,0,0.000,0,7.358,,,,,
LOUISA,2011,11381,2011,0,0.000,0,0.000,0,0,0,0.000,0,6.167,,,,,
LOUISA,2012,11360,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.442,49905,,,,
LOUISA,2013,11348,2013,0,0.000,0,0.000,0,0,0,0.000,0,5.067,50583,,,,
LOUISA,2014,11250,2014,161,1431.111,9,80.000,5,57,0,0.000,0,4.517,52750,,,,
LOUISA,2015,11285,2015,172,1524.147,6,53.168,1,44,0,0.000,0,3.767,51144,,,,
LOUISA,2016,11221,2016,196,1746.725,8,71.295,2,63,2,17.824,0,4.108,51615,,,,
LOUISA,2017,11195,2017,202,1804.377,7,62.528,2,65,2,17.865,0,3.433,54393,,,,
LOUISA,2018,11153,2018,214,1918.766,9,80.696,2,36,1,8.966,0,2.867,53943,,,,
LOUISA,2019,11035,2019,198,1794.291,4,36.248,0,33,1,9.062,0,3.158,56673,,,,
LOUISA,2020,10837,2020,206,1900.895,9,83.049,2,47,1,9.228,0,5.150,63034,,,,
LOUISA,2021,10736,2021,170,1583.458,6,55.887,2,47,3,27.943,0,4.125,65867,,,,
LOUISA,2022,10657,2022,171,1604.579,5,46.918,1,34,2,18.767,0,3.300,72500,,,,
LOUISA,2023,10540,2023,210,1992.410,9,85.389,7,48,0,0.000,0,3.233,80223,,,,
LOUISA,2024,10630,2024,222,2088.429,12,112.888,0,54,0,0.000,0,3.083,,,,,
LOUISA,2025,10630,2024,76,714.958,7,65.851,0,15,0,0.000,0,3.900,,320747,15834,32807,3017375.071
LOUISA,2026,10630,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,41165,2194,4506,387256.820
LUCAS,2000,9422,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.808,,,,,
LUCAS,2001,9443,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.450,,,,,
LUCAS,2002,9438,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.525,,,,,
LUCAS,2003,9473,2003,0,0.000,0,0.000,0,0,0,0.000,0,5.242,,,,,
LUCAS,2004,9619,2004,0,0.000,0,0.000,0,0,0,0.000,0,5.433,,,,,
LUCAS,2005,9588,2005,0,0.000,0,0.000,0,0,0,0.000,0,5.208,,,,,
LUCAS,2006,9489,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.117,,,,,
LUCAS,2007,9457,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.875,,,,,
LUCAS,2008,9337,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.050,,,,,
LUCAS,2009,9179,2009,0,0.000,0,0.000,0,0,0,0.000,0,6.467,,,,,
LUCAS,2010,8898,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.200,,,,,
LUCAS,2011,8880,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.333,,,,,
LUCAS,2012,8778,2012,0,0.000,0,0.000,0,0,0,0.000,0,4.733,44020,,,,
LUCAS,2013,8697,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.667,43288,,,,
LUCAS,2014,8636,2014,139,1609.541,4,46.318,1,60,0,0.000,0,3.917,43280,,,,
LUCAS,2015,8610,2015,119,1382.114,4,46.458,0,57,0,0.000,0,3.492,43962,,,,
LUCAS,2016,8555,2016,123,1437.756,2,23.378,1,54,7,81.823,1,3.417,48768,,,,
LUCAS,2017,8533,2017,132,1546.935,5,58.596,2,48,14,164.069,0,3.058,47325,,,,
LUCAS,2018,8617,2018,117,1357.781,1,11.605,0,35,7,81.235,0,2.200,50206,,,,
LUCAS,2019,8600,2019,132,1534.884,4,46.512,1,34,2,23.256,0,2.142,55205,,,,
LUCAS,2020,8634,2020,125,1447.765,9,104.239,4,44,6,69.493,0,3.867,53967,,,,
LUCAS,2021,8708,2021,109,1251.723,4,45.935,1,29,33,378.962,1,3.100,55297,,,,
LUCAS,2022,8720,2022,121,1387.615,10,114.679,1,38,26,298.165,0,2.408,63405,,,,
LUCAS,2023,8775,2023,96,1094.017,3,34.188,1,30,0,0.000,0,2.733,67921,,,,
LUCAS,2024,8758,2024,105,1198.904,4,45.673,1,21,0,0.000,0,2.908,,,,,
LUCAS,2025,8758,2024,35,399.635,1,11.418,0,13,0,0.000,0,3.773,,862051,44645,68572,9843016.214
LUCAS,2026,8758,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,133602,6790,10506,1525482.416
LYON,2000,11763,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.008,,,,,
LYON,2001,11634,2001,0,0.000,0,0.000,0,0,0,0.000,0,2.375,,,,,
LYON,2002,11581,2002,0,0.000,0,0.000,0,0,0,0.000,0,3.333,,,,,
LYON,2003,11559,2003,0,0.000,0,0.000,0,0,0,0.000,0,3.542,,,,,
LYON,2004,11512,2004,0,0.000,0,0.000,0,0,0,0.000,0,3.250,,,,,
LYON,2005,11449,2005,0,0.000,0,0.000,0,0,0,0.000,0,2.942,,,,,
LYON,2006,11332,2006,0,0.000,0,0.000,0,0,0,0.000,0,2.300,,,,,
LYON,2007,11228,2007,0,0.000,0,0.000,0,0,0,0.000,0,2.417,,,,,
LYON,2008,11189,2008,0,0.000,0,0.000,0,0,0,0.000,0,2.617,,,,,
LYON,2009,11172,2009,0,0.000,0,0.000,0,0,0,0.000,0,4.333,,,,,
LYON,2010,11581,2010,0,0.000,0,0.000,0,0,0,0.000,0,3.900,,,,,
LYON,2011,11692,2011,0,0.000,0,0.000,0,0,0,0.000,0,3.183,,,,,
LYON,2012,11757,2012,0,0.000,0,0.000,0,0,0,0.000,0,2.925,49727,,,,
LYON,2013,11695,2013,0,0.000,0,0.000,0,0,0,0.000,0,2.900,52152,,,,
LYON,2014,11703,2014,135,1153.550,3,25.634,1,66,0,0.000,0,2.558,54344,,,,
LYON,2015,11747,2015,145,1234.358,7,59.590,0,71,0,0.000,0,2.000,57130,,,,
LYON,2016,11780,2016,120,1018.676,8,67.912,2,63,24,203.735,0,2.283,59888,,,,
LYON,2017,11785,2017,147,1247.348,12,101.824,2,57,19,161.222,0,1.958,62012,,,,
LYON,2018,11815,2018,128,1083.369,7,59.247,1,53,25,211.595,1,1.783,64352,,,,
LYON,2019,11755,2019,146,1242.025,4,34.028,4,52,22,187.154,0,1.800,64982,,,,
LYON,2020,11934,2020,136,1139.601,10,83.794,1,39,22,184.347,1,2.767,65959,,,,
LYON,2021,12035,2021,162,1346.074,14,116.327,1,53,49,407.146,2,2.425,69113,,,,
LYON,2022,12185,2022,144,1181.781,9,73.861,1,54,59,484.202,1,2.142,73735,,,,
LYON,2023,12288,2023,151,1228.841,9,73.242,1,46,0,0.000,0,2.283,72881,,,,
LYON,2024,12378,2024,145,1171.433,8,64.631,2,67,0,0.000,0,2.300,,,,,
LYON,2025,12378,2024,61,492.810,4,32.315,0,12,0,0.000,0,2.727,,1029697,58627,74472,8318767.006
LYON,2026,12378,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,132427,7268,9689,1069856.762
MADISON,2000,14019,2000,0,0.000,0,0.000,0,0,0,0.000,0,3.092,,,,,
MADISON,2001,14148,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.392,,,,,
MADISON,2002,14315,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.158,,,,,
MADISON,2003,14454,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.467,,,,,
MADISON,2004,14689,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.725,,,,,
MADISON,2005,14864,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.583,,,,,
MADISON,2006,15196,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.942,,,,,
MADISON,2007,15343,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.133,,,,,
MADISON,2008,15454,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.725,,,,,
MADISON,2009,15409,2009,0,0.000,0,0.000,0,0,0,0.000,0,6.808,,,,,
MADISON,2010,15679,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.500,,,,,
